,name,alias,data_collection,enrich_name,enrich_field_name,description,vintage,units
158,MAGE73_CY,2024 Males Age 73,1yearincrements,1yearincrements.MAGE73_CY,F1yearincrements_MAGE73_CY,2024 Male Population Age 73 (Esri),2024,count
159,MAGE74_CY,2024 Males Age 74,1yearincrements,1yearincrements.MAGE74_CY,F1yearincrements_MAGE74_CY,2024 Male Population Age 74 (Esri),2024,count
160,MAGE75_CY,2024 Males Age 75,1yearincrements,1yearincrements.MAGE75_CY,F1yearincrements_MAGE75_CY,2024 Male Population Age 75 (Esri),2024,count
161,MAGE76_CY,2024 Males Age 76,1yearincrements,1yearincrements.MAGE76_CY,F1yearincrements_MAGE76_CY,2024 Male Population Age 76 (Esri),2024,count
32,AGE32_CY,2024 Population Age 32,1yearincrements,1yearincrements.AGE32_CY,F1yearincrements_AGE32_CY,2024 Total Population Age 32 (Esri),2024,count
162,MAGE77_CY,2024 Males Age 77,1yearincrements,1yearincrements.MAGE77_CY,F1yearincrements_MAGE77_CY,2024 Male Population Age 77 (Esri),2024,count
163,MAGE78_CY,2024 Males Age 78,1yearincrements,1yearincrements.MAGE78_CY,F1yearincrements_MAGE78_CY,2024 Male Population Age 78 (Esri),2024,count
164,MAGE79_CY,2024 Males Age 79,1yearincrements,1yearincrements.MAGE79_CY,F1yearincrements_MAGE79_CY,2024 Male Population Age 79 (Esri),2024,count
165,MAGE80_CY,2024 Males Age 80,1yearincrements,1yearincrements.MAGE80_CY,F1yearincrements_MAGE80_CY,2024 Male Population Age 80 (Esri),2024,count
167,MAGE82_CY,2024 Males Age 82,1yearincrements,1yearincrements.MAGE82_CY,F1yearincrements_MAGE82_CY,2024 Male Population Age 82 (Esri),2024,count
166,MAGE81_CY,2024 Males Age 81,1yearincrements,1yearincrements.MAGE81_CY,F1yearincrements_MAGE81_CY,2024 Male Population Age 81 (Esri),2024,count
169,MAGE84_CY,2024 Males Age 84,1yearincrements,1yearincrements.MAGE84_CY,F1yearincrements_MAGE84_CY,2024 Male Population Age 84 (Esri),2024,count
170,FAGE0_CY,2024 Females Age <1,1yearincrements,1yearincrements.FAGE0_CY,F1yearincrements_FAGE0_CY,2024 Female Population Age <1 (Esri),2024,count
171,FAGE1_CY,2024 Females Age 1,1yearincrements,1yearincrements.FAGE1_CY,F1yearincrements_FAGE1_CY,2024 Female Population Age 1 (Esri),2024,count
172,FAGE2_CY,2024 Females Age 2,1yearincrements,1yearincrements.FAGE2_CY,F1yearincrements_FAGE2_CY,2024 Female Population Age 2 (Esri),2024,count
173,FAGE3_CY,2024 Females Age 3,1yearincrements,1yearincrements.FAGE3_CY,F1yearincrements_FAGE3_CY,2024 Female Population Age 3 (Esri),2024,count
174,FAGE4_CY,2024 Females Age 4,1yearincrements,1yearincrements.FAGE4_CY,F1yearincrements_FAGE4_CY,2024 Female Population Age 4 (Esri),2024,count
168,MAGE83_CY,2024 Males Age 83,1yearincrements,1yearincrements.MAGE83_CY,F1yearincrements_MAGE83_CY,2024 Male Population Age 83 (Esri),2024,count
175,FAGE5_CY,2024 Females Age 5,1yearincrements,1yearincrements.FAGE5_CY,F1yearincrements_FAGE5_CY,2024 Female Population Age 5 (Esri),2024,count
176,FAGE6_CY,2024 Females Age 6,1yearincrements,1yearincrements.FAGE6_CY,F1yearincrements_FAGE6_CY,2024 Female Population Age 6 (Esri),2024,count
177,FAGE7_CY,2024 Females Age 7,1yearincrements,1yearincrements.FAGE7_CY,F1yearincrements_FAGE7_CY,2024 Female Population Age 7 (Esri),2024,count
178,FAGE8_CY,2024 Females Age 8,1yearincrements,1yearincrements.FAGE8_CY,F1yearincrements_FAGE8_CY,2024 Female Population Age 8 (Esri),2024,count
179,FAGE9_CY,2024 Females Age 9,1yearincrements,1yearincrements.FAGE9_CY,F1yearincrements_FAGE9_CY,2024 Female Population Age 9 (Esri),2024,count
180,FAGE10_CY,2024 Females Age 10,1yearincrements,1yearincrements.FAGE10_CY,F1yearincrements_FAGE10_CY,2024 Female Population Age 10 (Esri),2024,count
181,FAGE11_CY,2024 Females Age 11,1yearincrements,1yearincrements.FAGE11_CY,F1yearincrements_FAGE11_CY,2024 Female Population Age 11 (Esri),2024,count
182,FAGE12_CY,2024 Females Age 12,1yearincrements,1yearincrements.FAGE12_CY,F1yearincrements_FAGE12_CY,2024 Female Population Age 12 (Esri),2024,count
183,FAGE13_CY,2024 Females Age 13,1yearincrements,1yearincrements.FAGE13_CY,F1yearincrements_FAGE13_CY,2024 Female Population Age 13 (Esri),2024,count
184,FAGE14_CY,2024 Females Age 14,1yearincrements,1yearincrements.FAGE14_CY,F1yearincrements_FAGE14_CY,2024 Female Population Age 14 (Esri),2024,count
185,FAGE15_CY,2024 Females Age 15,1yearincrements,1yearincrements.FAGE15_CY,F1yearincrements_FAGE15_CY,2024 Female Population Age 15 (Esri),2024,count
37,AGE37_CY,2024 Population Age 37,1yearincrements,1yearincrements.AGE37_CY,F1yearincrements_AGE37_CY,2024 Total Population Age 37 (Esri),2024,count
186,FAGE16_CY,2024 Females Age 16,1yearincrements,1yearincrements.FAGE16_CY,F1yearincrements_FAGE16_CY,2024 Female Population Age 16 (Esri),2024,count
187,FAGE17_CY,2024 Females Age 17,1yearincrements,1yearincrements.FAGE17_CY,F1yearincrements_FAGE17_CY,2024 Female Population Age 17 (Esri),2024,count
188,FAGE18_CY,2024 Females Age 18,1yearincrements,1yearincrements.FAGE18_CY,F1yearincrements_FAGE18_CY,2024 Female Population Age 18 (Esri),2024,count
189,FAGE19_CY,2024 Females Age 19,1yearincrements,1yearincrements.FAGE19_CY,F1yearincrements_FAGE19_CY,2024 Female Population Age 19 (Esri),2024,count
190,FAGE20_CY,2024 Females Age 20,1yearincrements,1yearincrements.FAGE20_CY,F1yearincrements_FAGE20_CY,2024 Female Population Age 20 (Esri),2024,count
191,FAGE21_CY,2024 Females Age 21,1yearincrements,1yearincrements.FAGE21_CY,F1yearincrements_FAGE21_CY,2024 Female Population Age 21 (Esri),2024,count
192,FAGE22_CY,2024 Females Age 22,1yearincrements,1yearincrements.FAGE22_CY,F1yearincrements_FAGE22_CY,2024 Female Population Age 22 (Esri),2024,count
193,FAGE23_CY,2024 Females Age 23,1yearincrements,1yearincrements.FAGE23_CY,F1yearincrements_FAGE23_CY,2024 Female Population Age 23 (Esri),2024,count
194,FAGE24_CY,2024 Females Age 24,1yearincrements,1yearincrements.FAGE24_CY,F1yearincrements_FAGE24_CY,2024 Female Population Age 24 (Esri),2024,count
39,AGE39_CY,2024 Population Age 39,1yearincrements,1yearincrements.AGE39_CY,F1yearincrements_AGE39_CY,2024 Total Population Age 39 (Esri),2024,count
195,FAGE25_CY,2024 Females Age 25,1yearincrements,1yearincrements.FAGE25_CY,F1yearincrements_FAGE25_CY,2024 Female Population Age 25 (Esri),2024,count
196,FAGE26_CY,2024 Females Age 26,1yearincrements,1yearincrements.FAGE26_CY,F1yearincrements_FAGE26_CY,2024 Female Population Age 26 (Esri),2024,count
197,FAGE27_CY,2024 Females Age 27,1yearincrements,1yearincrements.FAGE27_CY,F1yearincrements_FAGE27_CY,2024 Female Population Age 27 (Esri),2024,count
198,FAGE28_CY,2024 Females Age 28,1yearincrements,1yearincrements.FAGE28_CY,F1yearincrements_FAGE28_CY,2024 Female Population Age 28 (Esri),2024,count
40,AGE40_CY,2024 Population Age 40,1yearincrements,1yearincrements.AGE40_CY,F1yearincrements_AGE40_CY,2024 Total Population Age 40 (Esri),2024,count
199,FAGE29_CY,2024 Females Age 29,1yearincrements,1yearincrements.FAGE29_CY,F1yearincrements_FAGE29_CY,2024 Female Population Age 29 (Esri),2024,count
200,FAGE30_CY,2024 Females Age 30,1yearincrements,1yearincrements.FAGE30_CY,F1yearincrements_FAGE30_CY,2024 Female Population Age 30 (Esri),2024,count
201,FAGE31_CY,2024 Females Age 31,1yearincrements,1yearincrements.FAGE31_CY,F1yearincrements_FAGE31_CY,2024 Female Population Age 31 (Esri),2024,count
8398,ACS0NOHI,2022 Pop <19: No Health Insurance (ACS 5-Yr),Health,Health.ACS0NOHI,Health_ACS0NOHI,2022 Population <19: No Health Insurance Coverage (ACS 5-Yr),2018-2022,count
41,AGE41_CY,2024 Population Age 41,1yearincrements,1yearincrements.AGE41_CY,F1yearincrements_AGE41_CY,2024 Total Population Age 41 (Esri),2024,count
202,FAGE32_CY,2024 Females Age 32,1yearincrements,1yearincrements.FAGE32_CY,F1yearincrements_FAGE32_CY,2024 Female Population Age 32 (Esri),2024,count
203,FAGE33_CY,2024 Females Age 33,1yearincrements,1yearincrements.FAGE33_CY,F1yearincrements_FAGE33_CY,2024 Female Population Age 33 (Esri),2024,count
204,FAGE34_CY,2024 Females Age 34,1yearincrements,1yearincrements.FAGE34_CY,F1yearincrements_FAGE34_CY,2024 Female Population Age 34 (Esri),2024,count
8183,MP12146a_B,2024 Drank Diet Non-Cola Soft Drink/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12146a_B,GroceryAlcoholicBeverages_MP12146a_B,2024 Drank Diet Non-Cola Soft Drink Last 6 Mo,2024,count
42,AGE42_CY,2024 Population Age 42,1yearincrements,1yearincrements.AGE42_CY,F1yearincrements_AGE42_CY,2024 Total Population Age 42 (Esri),2024,count
205,FAGE35_CY,2024 Females Age 35,1yearincrements,1yearincrements.FAGE35_CY,F1yearincrements_FAGE35_CY,2024 Female Population Age 35 (Esri),2024,count
206,FAGE36_CY,2024 Females Age 36,1yearincrements,1yearincrements.FAGE36_CY,F1yearincrements_FAGE36_CY,2024 Female Population Age 36 (Esri),2024,count
207,FAGE37_CY,2024 Females Age 37,1yearincrements,1yearincrements.FAGE37_CY,F1yearincrements_FAGE37_CY,2024 Female Population Age 37 (Esri),2024,count
8184,MP12146a_I,2024 Index: Drank Diet Non-Cola Soft Drink/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12146a_I,GroceryAlcoholicBeverages_MP12146a_I,2024 Drank Diet Non-Cola Soft Drink Last 6 Mo: Index,2024,count
208,FAGE38_CY,2024 Females Age 38,1yearincrements,1yearincrements.FAGE38_CY,F1yearincrements_FAGE38_CY,2024 Female Population Age 38 (Esri),2024,count
209,FAGE39_CY,2024 Females Age 39,1yearincrements,1yearincrements.FAGE39_CY,F1yearincrements_FAGE39_CY,2024 Female Population Age 39 (Esri),2024,count
210,FAGE40_CY,2024 Females Age 40,1yearincrements,1yearincrements.FAGE40_CY,F1yearincrements_FAGE40_CY,2024 Female Population Age 40 (Esri),2024,count
211,FAGE41_CY,2024 Females Age 41,1yearincrements,1yearincrements.FAGE41_CY,F1yearincrements_FAGE41_CY,2024 Female Population Age 41 (Esri),2024,count
212,FAGE42_CY,2024 Females Age 42,1yearincrements,1yearincrements.FAGE42_CY,F1yearincrements_FAGE42_CY,2024 Female Population Age 42 (Esri),2024,count
213,FAGE43_CY,2024 Females Age 43,1yearincrements,1yearincrements.FAGE43_CY,F1yearincrements_FAGE43_CY,2024 Female Population Age 43 (Esri),2024,count
214,FAGE44_CY,2024 Females Age 44,1yearincrements,1yearincrements.FAGE44_CY,F1yearincrements_FAGE44_CY,2024 Female Population Age 44 (Esri),2024,count
215,FAGE45_CY,2024 Females Age 45,1yearincrements,1yearincrements.FAGE45_CY,F1yearincrements_FAGE45_CY,2024 Female Population Age 45 (Esri),2024,count
216,FAGE46_CY,2024 Females Age 46,1yearincrements,1yearincrements.FAGE46_CY,F1yearincrements_FAGE46_CY,2024 Female Population Age 46 (Esri),2024,count
217,FAGE47_CY,2024 Females Age 47,1yearincrements,1yearincrements.FAGE47_CY,F1yearincrements_FAGE47_CY,2024 Female Population Age 47 (Esri),2024,count
218,FAGE48_CY,2024 Females Age 48,1yearincrements,1yearincrements.FAGE48_CY,F1yearincrements_FAGE48_CY,2024 Female Population Age 48 (Esri),2024,count
219,FAGE49_CY,2024 Females Age 49,1yearincrements,1yearincrements.FAGE49_CY,F1yearincrements_FAGE49_CY,2024 Female Population Age 49 (Esri),2024,count
220,FAGE50_CY,2024 Females Age 50,1yearincrements,1yearincrements.FAGE50_CY,F1yearincrements_FAGE50_CY,2024 Female Population Age 50 (Esri),2024,count
221,FAGE51_CY,2024 Females Age 51,1yearincrements,1yearincrements.FAGE51_CY,F1yearincrements_FAGE51_CY,2024 Female Population Age 51 (Esri),2024,count
222,FAGE52_CY,2024 Females Age 52,1yearincrements,1yearincrements.FAGE52_CY,F1yearincrements_FAGE52_CY,2024 Female Population Age 52 (Esri),2024,count
223,FAGE53_CY,2024 Females Age 53,1yearincrements,1yearincrements.FAGE53_CY,F1yearincrements_FAGE53_CY,2024 Female Population Age 53 (Esri),2024,count
224,FAGE54_CY,2024 Females Age 54,1yearincrements,1yearincrements.FAGE54_CY,F1yearincrements_FAGE54_CY,2024 Female Population Age 54 (Esri),2024,count
225,FAGE55_CY,2024 Females Age 55,1yearincrements,1yearincrements.FAGE55_CY,F1yearincrements_FAGE55_CY,2024 Female Population Age 55 (Esri),2024,count
226,FAGE56_CY,2024 Females Age 56,1yearincrements,1yearincrements.FAGE56_CY,F1yearincrements_FAGE56_CY,2024 Female Population Age 56 (Esri),2024,count
8428,ACS19NOHI,2022 Pop 19-34: No Health Insurance (ACS 5-Yr),Health,Health.ACS19NOHI,Health_ACS19NOHI,2022 Population 19-34: No Health Insurance Coverage (ACS 5-Yr),2018-2022,count
228,FAGE58_CY,2024 Females Age 58,1yearincrements,1yearincrements.FAGE58_CY,F1yearincrements_FAGE58_CY,2024 Female Population Age 58 (Esri),2024,count
229,FAGE59_CY,2024 Females Age 59,1yearincrements,1yearincrements.FAGE59_CY,F1yearincrements_FAGE59_CY,2024 Female Population Age 59 (Esri),2024,count
230,FAGE60_CY,2024 Females Age 60,1yearincrements,1yearincrements.FAGE60_CY,F1yearincrements_FAGE60_CY,2024 Female Population Age 60 (Esri),2024,count
231,FAGE61_CY,2024 Females Age 61,1yearincrements,1yearincrements.FAGE61_CY,F1yearincrements_FAGE61_CY,2024 Female Population Age 61 (Esri),2024,count
232,FAGE62_CY,2024 Females Age 62,1yearincrements,1yearincrements.FAGE62_CY,F1yearincrements_FAGE62_CY,2024 Female Population Age 62 (Esri),2024,count
233,FAGE63_CY,2024 Females Age 63,1yearincrements,1yearincrements.FAGE63_CY,F1yearincrements_FAGE63_CY,2024 Female Population Age 63 (Esri),2024,count
234,FAGE64_CY,2024 Females Age 64,1yearincrements,1yearincrements.FAGE64_CY,F1yearincrements_FAGE64_CY,2024 Female Population Age 64 (Esri),2024,count
235,FAGE65_CY,2024 Females Age 65,1yearincrements,1yearincrements.FAGE65_CY,F1yearincrements_FAGE65_CY,2024 Female Population Age 65 (Esri),2024,count
236,FAGE66_CY,2024 Females Age 66,1yearincrements,1yearincrements.FAGE66_CY,F1yearincrements_FAGE66_CY,2024 Female Population Age 66 (Esri),2024,count
237,FAGE67_CY,2024 Females Age 67,1yearincrements,1yearincrements.FAGE67_CY,F1yearincrements_FAGE67_CY,2024 Female Population Age 67 (Esri),2024,count
238,FAGE68_CY,2024 Females Age 68,1yearincrements,1yearincrements.FAGE68_CY,F1yearincrements_FAGE68_CY,2024 Female Population Age 68 (Esri),2024,count
239,FAGE69_CY,2024 Females Age 69,1yearincrements,1yearincrements.FAGE69_CY,F1yearincrements_FAGE69_CY,2024 Female Population Age 69 (Esri),2024,count
240,FAGE70_CY,2024 Females Age 70,1yearincrements,1yearincrements.FAGE70_CY,F1yearincrements_FAGE70_CY,2024 Female Population Age 70 (Esri),2024,count
241,FAGE71_CY,2024 Females Age 71,1yearincrements,1yearincrements.FAGE71_CY,F1yearincrements_FAGE71_CY,2024 Female Population Age 71 (Esri),2024,count
242,FAGE72_CY,2024 Females Age 72,1yearincrements,1yearincrements.FAGE72_CY,F1yearincrements_FAGE72_CY,2024 Female Population Age 72 (Esri),2024,count
243,FAGE73_CY,2024 Females Age 73,1yearincrements,1yearincrements.FAGE73_CY,F1yearincrements_FAGE73_CY,2024 Female Population Age 73 (Esri),2024,count
244,FAGE74_CY,2024 Females Age 74,1yearincrements,1yearincrements.FAGE74_CY,F1yearincrements_FAGE74_CY,2024 Female Population Age 74 (Esri),2024,count
245,FAGE75_CY,2024 Females Age 75,1yearincrements,1yearincrements.FAGE75_CY,F1yearincrements_FAGE75_CY,2024 Female Population Age 75 (Esri),2024,count
246,FAGE76_CY,2024 Females Age 76,1yearincrements,1yearincrements.FAGE76_CY,F1yearincrements_FAGE76_CY,2024 Female Population Age 76 (Esri),2024,count
247,FAGE77_CY,2024 Females Age 77,1yearincrements,1yearincrements.FAGE77_CY,F1yearincrements_FAGE77_CY,2024 Female Population Age 77 (Esri),2024,count
248,FAGE78_CY,2024 Females Age 78,1yearincrements,1yearincrements.FAGE78_CY,F1yearincrements_FAGE78_CY,2024 Female Population Age 78 (Esri),2024,count
249,FAGE79_CY,2024 Females Age 79,1yearincrements,1yearincrements.FAGE79_CY,F1yearincrements_FAGE79_CY,2024 Female Population Age 79 (Esri),2024,count
250,FAGE80_CY,2024 Females Age 80,1yearincrements,1yearincrements.FAGE80_CY,F1yearincrements_FAGE80_CY,2024 Female Population Age 80 (Esri),2024,count
251,FAGE81_CY,2024 Females Age 81,1yearincrements,1yearincrements.FAGE81_CY,F1yearincrements_FAGE81_CY,2024 Female Population Age 81 (Esri),2024,count
252,FAGE82_CY,2024 Females Age 82,1yearincrements,1yearincrements.FAGE82_CY,F1yearincrements_FAGE82_CY,2024 Female Population Age 82 (Esri),2024,count
253,FAGE83_CY,2024 Females Age 83,1yearincrements,1yearincrements.FAGE83_CY,F1yearincrements_FAGE83_CY,2024 Female Population Age 83 (Esri),2024,count
254,FAGE84_CY,2024 Females Age 84,1yearincrements,1yearincrements.FAGE84_CY,F1yearincrements_FAGE84_CY,2024 Female Population Age 84 (Esri),2024,count
8458,ACS35NOHI,2022 Pop 35-64: No Health Insurance (ACS 5-Yr),Health,Health.ACS35NOHI,Health_ACS35NOHI,2022 Population 35-64: No Health Insurance Coverage (ACS 5-Yr),2018-2022,count
8485,ACS65NOHI,2022 Pop 65+: No Health Insur (ACS 5-Yr),Health,Health.ACS65NOHI,Health_ACS65NOHI,2022 Population 65+: No Health Insurance Coverage (ACS 5-Yr),2018-2022,count
8207,MP13001h_B,2024 HH Spent $1-99 in Avg Wk at Food Stores,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP13001h_B,GroceryAlcoholicBeverages_MP13001h_B,2024 HH Spent $1-$99 in Average Week at Food Stores,2024,count
8208,MP13001h_I,2024 Index: HH Spent $1-99 in Avg Wk at Food Stores,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP13001h_I,GroceryAlcoholicBeverages_MP13001h_I,2024 HH Spent $1-$99 in Average Week at Food Stores: Index,2024,count
67,AGE67_CY,2024 Population Age 67,1yearincrements,1yearincrements.AGE67_CY,F1yearincrements_AGE67_CY,2024 Total Population Age 67 (Esri),2024,count
8209,MP13002h_B,2024 HH Spent $100-149 in Avg Wk at Food Stores,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP13002h_B,GroceryAlcoholicBeverages_MP13002h_B,2024 HH Spent $100-$149 in Average Week at Food Stores,2024,count
68,AGE68_CY,2024 Population Age 68,1yearincrements,1yearincrements.AGE68_CY,F1yearincrements_AGE68_CY,2024 Total Population Age 68 (Esri),2024,count
7948,MP04037a_I,2024 Index: Consumed Wine at Restaurant/30 Days,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP04037a_I,GroceryAlcoholicBeverages_MP04037a_I,2024 Consumed Wine at Restaurant Last 30 Days: Index,2024,count
8210,MP13002h_I,2024 Index: HH Spent $100-149 in Avg Wk at Food Stores,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP13002h_I,GroceryAlcoholicBeverages_MP13002h_I,2024 HH Spent $100-$149 in Average Week at Food Stores: Index,2024,count
69,AGE69_CY,2024 Population Age 69,1yearincrements,1yearincrements.AGE69_CY,F1yearincrements_AGE69_CY,2024 Total Population Age 69 (Esri),2024,count
8211,MP13003h_B,2024 HH Spent $150+ in Avg Wk at Food Stores,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP13003h_B,GroceryAlcoholicBeverages_MP13003h_B,2024 HH Spent $150+ in Average Week at Food Stores,2024,count
8212,MP13003h_I,2024 Index: HH Spent $150+ in Avg Wk at Food Stores,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP13003h_I,GroceryAlcoholicBeverages_MP13003h_I,2024 HH Spent $150+ in Average Week at Food Stores: Index,2024,count
73,AGE73_CY,2024 Population Age 73,1yearincrements,1yearincrements.AGE73_CY,F1yearincrements_AGE73_CY,2024 Total Population Age 73 (Esri),2024,count
77,AGE77_CY,2024 Population Age 77,1yearincrements,1yearincrements.AGE77_CY,F1yearincrements_AGE77_CY,2024 Total Population Age 77 (Esri),2024,count
16784,TADULTBASE,2024 Tapestry Adult Pop Base,PsychographicsFood,PsychographicsFood.TADULTBASE,PsychographicsFood_TADULTBASE,2024 Adult Population by Tapestry Segment Base (Esri),2024,count
16785,MP28424a_B,2024 Buy Many Units if Food Item on Sale: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28424a_B,PsychographicsFood_MP28424a_B,2024 Buy Many Units if Food Item on Sale: 1-Disagree Completely,2024,count
16786,MP28424a_I,2024 Index: Buy Many Units if Food Item on Sale: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28424a_I,PsychographicsFood_MP28424a_I,2024 Buy Many Units if Food Item on Sale: 1-Disagree Completely: Index,2024,count
16787,MP28425a_B,2024 Buy Many Units if Food Item on Sale: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28425a_B,PsychographicsFood_MP28425a_B,2024 Buy Many Units if Food Item on Sale: 2-Disagree Somewhat,2024,count
16788,MP28425a_I,2024 Index: Buy Many Units if Food Item on Sale: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28425a_I,PsychographicsFood_MP28425a_I,2024 Buy Many Units if Food Item on Sale: 2-Disagree Somewhat: Index,2024,count
